x | 0 | 
x | 1 | 
x | 3 | 
ry | 0 | -3.143507903799951
ry | 1 | -0.003566327147663255
ry | 2 | 0.00010458120491006512
ry | 3 | -1.133364259527666
ry | 4 | -0.9220665923404134
ry | 5 | -1.5661301448289662
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 2.531085662559917
ry | 1 | -6.184816838986089e-05
ry | 2 | -0.0003067172032433821
ry | 3 | 0.7397807436085264
ry | 4 | -2.318274085117874
ry | 5 | -0.42995959637892417
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 3.4960003631809116
ry | 1 | 0.004057185038209166
ry | 2 | -0.0006345860856318785
ry | 3 | 3.1325210847759064
ry | 4 | 2.0274573132341667
ry | 5 | 1.7648478870062752
