x | 0 | 
x | 1 | 
x | 3 | 
ry | 0 | 1.5930220716960994
ry | 1 | -2.1778821013172314
ry | 2 | -0.9331344327449999
ry | 3 | 1.5793338456189119
ry | 4 | -0.00027065896521358664
ry | 5 | -1.205020195124477
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.007597135332611353
ry | 1 | -0.0005025561236081421
ry | 2 | 0.0005449784243732246
ry | 3 | -0.655501533236824
ry | 4 | -0.5540452470809036
ry | 5 | 0.00024365150758584245
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.547254327034382
ry | 1 | 2.2081173457321137
ry | 2 | 0.9331590874041316
ry | 3 | -1.5774935432309822
ry | 4 | 0.0004427552338820914
ry | 5 | 1.2684571087454106
