x | 0 | 
x | 2 | 
ry | 0 | 1.5919789268610327
ry | 1 | 0.26736367350670887
ry | 2 | 1.539447152164028
ry | 3 | 0.3363142527481817
ry | 4 | 1.5547402664626995
ry | 5 | -2.360039536487548
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.021252377572288445
ry | 1 | -0.04899332967857425
ry | 2 | 0.006241706342297768
ry | 3 | -0.007506178294669568
ry | 4 | -0.5027990248307856
ry | 5 | 0.0029482859421402353
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.5474217422326946
ry | 1 | 1.572203450064303
ry | 2 | -1.547970016295951
ry | 3 | -1.5709871441415175
ry | 4 | -1.5552462641772695
ry | 5 | 2.3605802515755903
