x | 2 | 
ry | 0 | -1.5473407490348623
ry | 1 | -0.08131337146223207
ry | 2 | -0.1721411724493405
ry | 3 | 0.4740541610030683
ry | 4 | -1.539776794072948
ry | 5 | 0.6764362196137709
ry | 6 | -0.3244035158683696
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | 0.08504042452916694
ry | 1 | -0.02371234183414102
ry | 2 | -0.30831469858526767
ry | 3 | -1.6688906450635026
ry | 4 | -0.060035922060260934
ry | 5 | -0.07608302555063169
ry | 6 | -1.0146851733970141e-05
cx | 5 6 | 
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.2838360417922682
ry | 1 | -0.007515196952283904
ry | 2 | -0.27322556837600126
ry | 3 | 0.9690447942797323
ry | 4 | 1.5516825883013645
ry | 5 | -0.6758780539633866
ry | 6 | 0.32600427347572847
