x | 0 | 
x | 1 | 
x | 3 | 
ry | 0 | -0.0388400049136243
ry | 1 | -0.390404472443628
ry | 2 | 0.588074175375195
ry | 3 | -0.0760579418198645
ry | 4 | -0.0807897595918337
ry | 5 | -0.724257077026686
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.807463299364132
ry | 1 | -0.165829654065274
ry | 2 | 0.422258083871105
ry | 3 | 0.00467614234017711
ry | 4 | -0.341888162546190
ry | 5 | 0.506445684476364
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.932354765212284
ry | 1 | 0.120420715730560
ry | 2 | 0.937203358396064
ry | 3 | -0.103440143244457
ry | 4 | 0.113364175816685
ry | 5 | -0.232956583999796
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0784142953866412
ry | 1 | 0.205777910760489
ry | 2 | -0.227434352687648
ry | 3 | -0.456491234977187
ry | 4 | 0.437523385720725
ry | 5 | 0.159095101038265
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.303914593382357
ry | 1 | -1.37605408913074
ry | 2 | 0.539790782874974
ry | 3 | -0.168493984233324
ry | 4 | -1.12793801849561
ry | 5 | -0.00659608867356914
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.210392914310802
ry | 1 | 0.283701020937836
ry | 2 | 1.08699317555581
ry | 3 | 0.363463979576234
ry | 4 | -0.138574567610409
ry | 5 | 0.171840568934652
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.668170274215297
ry | 1 | 0.0566255400774829
ry | 2 | 0.348635593229896
ry | 3 | 0.131180415713986
ry | 4 | 0.404660304219745
ry | 5 | -1.22657146977563
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0302426325310614
ry | 1 | -0.696503242148376
ry | 2 | 0.00199537730199112
ry | 3 | -0.827025347591329
ry | 4 | -0.0320107207921153
ry | 5 | 0.0112647137133824
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.655352666156492
ry | 1 | -0.0398178278530820
ry | 2 | -0.00597392512442947
ry | 3 | -0.228955435897659
ry | 4 | 0.639697870595221
ry | 5 | 0.0287031098387928
