ry | 0 | 0.0710880198745150
ry | 1 | 0.0195314227155261
ry | 2 | 0.275372770645986
ry | 3 | 0.0329194929761968
ry | 4 | 0.00691319218227613
ry | 5 | 0.146808095017576
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0197869846591463
ry | 1 | 0.00836028128149295
ry | 2 | 0.127018503015697
ry | 3 | 0.0765162164065632
ry | 4 | 0.00117977010667798
ry | 5 | -0.113225158777714
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0218302838211932
ry | 1 | -0.0726343745015573
ry | 2 | -0.145256539904699
ry | 3 | -0.107477603914807
ry | 4 | 0.438679583875840
ry | 5 | 0.108405102685837
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.116123776495857
ry | 1 | 0.00128074525494260
ry | 2 | 0.0164391927114800
ry | 3 | 0.0577941772912167
ry | 4 | -0.371727761780736
ry | 5 | 0.134700091838637
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.179800710864349
ry | 1 | -0.109744332440050
ry | 2 | -0.0751684875778276
ry | 3 | 0.0200569261526134
ry | 4 | -0.173470057802306
ry | 5 | -0.0193794865444607
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.07356352749185
ry | 1 | -1.26862522091314
ry | 2 | 0.192319883483090
ry | 3 | -0.152212677359066
ry | 4 | 0.288855818438632
ry | 5 | -0.264268891069444
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.983134219632550
ry | 1 | 0.0700851475821696
ry | 2 | 0.203270871510669
ry | 3 | 0.0859548703414012
ry | 4 | -0.293828199416738
ry | 5 | 0.0113747718141376
