ry | 0 | 0.165641958479213
ry | 1 | 0.0646622627294172
ry | 2 | 0.184513882446049
ry | 3 | -0.124024970662989
ry | 4 | 0.00890270136527352
ry | 5 | -0.218136960749672
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0460354781579581
ry | 1 | -0.114176922867942
ry | 2 | 0.686918415544053
ry | 3 | -0.308599880884100
ry | 4 | 0.558533210461111
ry | 5 | 0.0880135361423643
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.234149578834987
ry | 1 | 0.153419843315565
ry | 2 | 0.451173171670913
ry | 3 | 0.450720521122864
ry | 4 | 0.0775643484387999
ry | 5 | 0.0698297838323064
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.629932170313089
ry | 1 | -0.0838432975610024
ry | 2 | -1.00319746713477
ry | 3 | 0.215451542048228
ry | 4 | -0.478753897339594
ry | 5 | -0.340697674787536
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.130188129081281
ry | 1 | -0.0611834545028342
ry | 2 | -0.0879716282395534
ry | 3 | -0.270051383203846
ry | 4 | -0.0966643097970384
ry | 5 | 0.0392094753106017
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.330674107150618
ry | 1 | -0.0791240569194988
ry | 2 | 0.150085080671272
ry | 3 | -0.520871110805078
ry | 4 | 1.47430786338911
ry | 5 | 0.256085029397226
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.525812381847162
ry | 1 | -1.52784902073301
ry | 2 | 0.568295576437912
ry | 3 | 0.127528882864756
ry | 4 | 0.217789063709170
ry | 5 | -0.121825187131509
