ry | 0 | -0.00488596086572820
ry | 1 | -0.0220363958847405
ry | 2 | 9.33790056457021e-5
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0328396049982547
ry | 1 | -0.0668879743293445
ry | 2 | -0.000292005350398452
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.779065159390991
ry | 1 | -0.0244103235132439
ry | 2 | 0.000572371952866891
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.102232039725124
ry | 1 | 0.0521336752471771
ry | 2 | -0.00591025361368448
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.000732353112410101
ry | 1 | -0.0278079623216953
ry | 2 | -0.000595833337330482
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0356364863965404
ry | 1 | 0.0533375590366237
ry | 2 | 0.00539998341136950
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.770756604731733
ry | 1 | -0.0285359708569945
ry | 2 | 0.00364096623188340
