ry | 0 | 0.00265885349792055
ry | 1 | 0.0194358787853245
ry | 2 | -0.00418372751504131
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0294030093401514
ry | 1 | -0.0640887655921441
ry | 2 | -0.00573538141876729
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.777784386000953
ry | 1 | 0.0279370476603467
ry | 2 | 0.00738706045264705
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.100999642953857
ry | 1 | 0.0412291934501909
ry | 2 | -0.0105463499299226
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.00407502919914257
ry | 1 | 0.0234349453852905
ry | 2 | -0.00307207274427294
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0344437336250188
ry | 1 | 0.0399787129303378
ry | 2 | 0.00269355195872691
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.780100150968431
ry | 1 | 0.0326754533353315
ry | 2 | 0.0137968178774823
