ry | 0 | 0.197733379264841
ry | 1 | 0.394329364524383
ry | 2 | -0.443713283016012
ry | 3 | -0.303264793680996
ry | 4 | -0.885183677213251
ry | 5 | -0.759055862471793
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.153703134099975
ry | 1 | 0.0300740397784134
ry | 2 | -0.311047933024613
ry | 3 | 0.408920023573790
ry | 4 | -0.515672479918334
ry | 5 | 0.371669230361880
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.511431676800416
ry | 1 | -0.0986435602502003
ry | 2 | 0.398119198185060
ry | 3 | 0.154966739080722
ry | 4 | -0.551283700977053
ry | 5 | -0.825554736096856
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.454779334139796
ry | 1 | -0.837166593933490
ry | 2 | -0.956240264431142
ry | 3 | -0.0815200341490455
ry | 4 | 0.459418174064354
ry | 5 | 0.233841288138473
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.557042707074499
ry | 1 | -0.507968364235531
ry | 2 | 0.333844573463893
ry | 3 | -0.202231705914595
ry | 4 | -0.0511705503877493
ry | 5 | 1.05285700574829
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.15816459597131
ry | 1 | 1.13349737119807
ry | 2 | 0.772879602161724
ry | 3 | -1.17892301407098
ry | 4 | 0.241307028527130
ry | 5 | -0.368864153132830
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.04919107318738
ry | 1 | -1.14563748298610
ry | 2 | -0.720026366473154
ry | 3 | 0.234924745274006
ry | 4 | 1.67348475734147
ry | 5 | -0.232322329514092
