ry | 0 | -0.00128662178494441
ry | 1 | -0.0102389892876065
ry | 2 | -0.0289927106143227
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0265594022524954
ry | 1 | -0.0291226154289835
ry | 2 | -0.0290310943584672
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.0145342322547850
ry | 1 | -0.00983425194896713
ry | 2 | -0.0297595708241484
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0355334115163221
ry | 1 | -0.0290409139893358
ry | 2 | -0.0298497974754637
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.000584119589902910
ry | 1 | -0.00928812705931307
ry | 2 | -0.0291760210651093
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0247649953456199
ry | 1 | -0.0289134107449979
ry | 2 | -0.0291430709990855
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.0146489206158527
ry | 1 | -0.00891545654355431
ry | 2 | -0.0306116967672974
