ry | 0 | -0.390571902488841
ry | 1 | -0.431271562440181
ry | 2 | 0.154775920565718
ry | 3 | -0.244977087367564
ry | 4 | 1.11332667852981
ry | 5 | -0.463370120341494
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.109214736546133
ry | 1 | -0.360026673909634
ry | 2 | 0.0847007520041792
ry | 3 | 0.161276913177042
ry | 4 | 0.894530169157537
ry | 5 | -0.633322832970520
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0489984500136835
ry | 1 | 0.0966416870596044
ry | 2 | -0.0291301465101079
ry | 3 | 0.432991828189801
ry | 4 | -0.702145546958073
ry | 5 | 0.583822251913071
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.888949614540022
ry | 1 | 0.0752871043296886
ry | 2 | -0.283233422474495
ry | 3 | -0.0603283312398426
ry | 4 | -1.43010013094413
ry | 5 | 0.215916105885202
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.150674801598487
ry | 1 | -0.0757116847986846
ry | 2 | -0.0332155676305005
ry | 3 | -0.415431751673139
ry | 4 | -0.827727223238401
ry | 5 | 0.0374061138286226
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.989316032542088
ry | 1 | 0.291593373205726
ry | 2 | -0.527907930145692
ry | 3 | -0.853957392505395
ry | 4 | 0.531354405928867
ry | 5 | 0.497785866444497
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.564694633942475
ry | 1 | 0.0128744133299474
ry | 2 | 0.0259976139627871
ry | 3 | 0.286751540603734
ry | 4 | 1.03768330289835
ry | 5 | 0.0897438687711751
