ry | 0 | 0.0296504510906066
ry | 1 | -0.0146897813504916
ry | 2 | -0.275516567969086
ry | 3 | 0.226966843783867
ry | 4 | -0.326573827936853
ry | 5 | 0.168119536030403
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.218120592082953
ry | 1 | -0.0132590072807537
ry | 2 | 0.211555370552548
ry | 3 | 0.127575591021387
ry | 4 | -0.432416973076447
ry | 5 | 0.545866323538988
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.00867958329214790
ry | 1 | 0.0240147876678658
ry | 2 | 0.183313506320772
ry | 3 | -0.107464607052270
ry | 4 | -0.0608126990830061
ry | 5 | 0.0157920447207299
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0512839549566946
ry | 1 | 0.00669696077609261
ry | 2 | 0.0970559894635440
ry | 3 | 0.0166229031995270
ry | 4 | 0.480305151938703
ry | 5 | -0.480987687056128
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0313353410559656
ry | 1 | -0.0132171616386880
ry | 2 | 0.307670504064171
ry | 3 | -0.193626384483480
ry | 4 | 0.430160692691680
ry | 5 | 0.0984041253402297
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.683891814720088
ry | 1 | 0.0811826902230256
ry | 2 | 0.0185550287960527
ry | 3 | -0.0779078878814086
ry | 4 | -0.583821389964735
ry | 5 | -0.243593000051064
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0187981033281691
ry | 1 | -0.00745083170983218
ry | 2 | -0.0681775750625980
ry | 3 | 0.238864724817404
ry | 4 | 0.00763220317419707
ry | 5 | -0.139446289378904
