ry | 0 | -0.00453393614716068
ry | 1 | -0.0219445221398374
ry | 2 | -0.000281274072601964
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0322412583728729
ry | 1 | -0.0659685592054904
ry | 2 | -0.000604051336108549
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.787078202007846
ry | 1 | -0.0242541611346353
ry | 2 | 0.000131005069012319
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.101988984022347
ry | 1 | 0.0498533804858687
ry | 2 | -0.00488113256011360
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.000317604813343973
ry | 1 | -0.0275826295405205
ry | 2 | 0.000197938707116683
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0350534158293896
ry | 1 | 0.0510809768600194
ry | 2 | 0.00461003417664765
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.779563864295887
ry | 1 | -0.0281981876972441
ry | 2 | 0.00288703657091435
