ry | 0 | -0.247775983690876
ry | 1 | -0.269848481919435
ry | 2 | -0.148240288074235
ry | 3 | 0.0539355110465126
ry | 4 | -0.227160256403687
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.379604748186614
ry | 1 | 0.102766317078846
ry | 2 | 0.133766270112739
ry | 3 | 0.759324227894774
ry | 4 | -0.254451121025755
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.296834395190507
ry | 1 | -0.232157548942985
ry | 2 | 0.0657959721921141
ry | 3 | 0.364692920361706
ry | 4 | -0.306033603231381
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.507315004758565
ry | 1 | -0.102791721546899
ry | 2 | -0.103108550694139
ry | 3 | -0.213988504160770
ry | 4 | -0.0293332175025090
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.243498194612151
ry | 1 | 0.0160903459291930
ry | 2 | 0.269039526686329
ry | 3 | 0.0978149984232598
ry | 4 | 0.338625296196073
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.139876152022036
ry | 1 | 0.0319643928729639
ry | 2 | 0.217191185732397
ry | 3 | 0.507525886372646
ry | 4 | 0.408322710731933
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -1.73468729785133
ry | 1 | -0.172220473086993
ry | 2 | -0.106704045520514
ry | 3 | -0.0597598780702445
ry | 4 | 0.327701916088022
