ry | 0 | 0.0707729526883934
ry | 1 | -0.00193459503157901
ry | 2 | 0.106274614669881
ry | 3 | 0.140460550429167
ry | 4 | -0.0189824785465747
ry | 5 | -0.0570495872053795
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0266128503968468
ry | 1 | 0.00276761644077954
ry | 2 | 0.0619816439625330
ry | 3 | 0.124552190137817
ry | 4 | -0.370834105577456
ry | 5 | 0.0300778813177099
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0278986613308483
ry | 1 | 0.0357111967651471
ry | 2 | 0.200120454037240
ry | 3 | 0.227129032856277
ry | 4 | 0.0673718449625062
ry | 5 | -0.0692911447788352
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.226063984501316
ry | 1 | -0.0537608038386496
ry | 2 | 0.0219701316512826
ry | 3 | 0.0588587949163326
ry | 4 | 0.279825915457582
ry | 5 | 0.297112902656188
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0632641704634168
ry | 1 | -0.0117701668879929
ry | 2 | -0.153479565534736
ry | 3 | -0.00400168052252408
ry | 4 | -0.0731021241644521
ry | 5 | -0.0131193690527240
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0869372753253920
ry | 1 | -0.0694918358622026
ry | 2 | 0.0633659209365203
ry | 3 | -0.245105341229361
ry | 4 | 0.778015037857473
ry | 5 | -0.200651934656604
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.00657285611214015
ry | 1 | 0.00408843829588759
ry | 2 | -0.0610909457900670
ry | 3 | -0.165949714229186
ry | 4 | 0.0721727810163714
ry | 5 | 0.0183834644046247
