ry | 0 | -0.250717052265083
ry | 1 | -0.207826063678515
ry | 2 | -0.00531242526693954
ry | 3 | 0.0424389707354682
ry | 4 | -0.0651775653256023
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.128160314076276
ry | 1 | 0.0458634272418904
ry | 2 | 0.0321323409283086
ry | 3 | -0.772180107840493
ry | 4 | -0.233253245062846
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.299682644747903
ry | 1 | -0.536691244882829
ry | 2 | -0.141434964624985
ry | 3 | -0.233083592134542
ry | 4 | 0.0472692103396824
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0634831631116127
ry | 1 | 0.0504365416574934
ry | 2 | 0.0188543995308803
ry | 3 | 0.752451222784471
ry | 4 | 0.352355748088637
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.278553472326719
ry | 1 | -0.238559143005781
ry | 2 | -0.244707771155124
ry | 3 | 0.429249359199182
ry | 4 | 0.0913820681059919
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.326106404277215
ry | 1 | -0.254528259607593
ry | 2 | -0.0413341040889175
ry | 3 | -0.450967268974964
ry | 4 | -0.0113025321594815
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.363382072834328
ry | 1 | -0.482037964726133
ry | 2 | -0.120279305432336
ry | 3 | -0.100303008256984
ry | 4 | 0.0142102441887572
