ry | 0 | 0.0973335153147494
ry | 1 | 0.0102222501255311
ry | 2 | -0.370602614200109
ry | 3 | -0.314947300490687
ry | 4 | -0.184819499055229
ry | 5 | 0.171751968745160
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.162052623432147
ry | 1 | 0.00280835846430922
ry | 2 | -0.168560076230056
ry | 3 | -0.504819429258185
ry | 4 | -0.802533045806908
ry | 5 | 0.730147350184684
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0938492955741844
ry | 1 | -0.0452312723967472
ry | 2 | 0.284543707266074
ry | 3 | -0.233282770418490
ry | 4 | -0.0367910496599010
ry | 5 | 0.491121885677136
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0934800272100099
ry | 1 | 0.107429328960475
ry | 2 | -0.149035393460092
ry | 3 | 0.424237670244019
ry | 4 | 0.437523795142612
ry | 5 | -1.17590875302348
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0520549701353032
ry | 1 | -0.0510102385219181
ry | 2 | 0.478770791387591
ry | 3 | 0.333786497208791
ry | 4 | 0.0266781538106296
ry | 5 | -0.0945979735357428
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.594547710337464
ry | 1 | 0.113004489611322
ry | 2 | -0.313678215944060
ry | 3 | 0.0592621418558229
ry | 4 | -0.0317227522432927
ry | 5 | 0.125417047500074
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.116019714398067
ry | 1 | 0.0517576000835824
ry | 2 | -0.0516314601920176
ry | 3 | -0.212199605596521
ry | 4 | -0.0183033108877187
ry | 5 | -0.0729454805635657
