ry | 0 | -0.0116913864816964
ry | 1 | -0.133272665609912
ry | 2 | -0.00195378752334267
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0237492037958354
ry | 1 | -0.0259843385376896
ry | 2 | -0.00191031504152163
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.0361928886261197
ry | 1 | -0.133501482015004
ry | 2 | -0.00198502605008146
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0154531666741315
ry | 1 | -0.0256465939810994
ry | 2 | -0.00228407275342184
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0123362900971592
ry | 1 | -0.132638090735928
ry | 2 | -0.00240160228386699
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0221131918954718
ry | 1 | -0.0252609253508963
ry | 2 | -0.00194016279417996
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.0357703689373054
ry | 1 | -0.132595810009046
ry | 2 | -0.00268749639661686
