x | 2 | 
ry | 0 | -0.22021824446008811
ry | 1 | -0.23469827926633174
ry | 2 | 0.4841815785832237
ry | 3 | -0.7541287421632544
ry | 4 | -1.5229212210769285
ry | 5 | 0.9691201709881085
ry | 6 | -0.10027626229572681
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | 1.6036385931997301
ry | 1 | -0.09994855010957548
ry | 2 | 0.27909537963918657
ry | 3 | -2.489477228028739
ry | 4 | 0.10310942412498911
ry | 5 | -0.5085770421715143
ry | 6 | -0.05715002604582716
cx | 5 6 | 
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 2.028138458333863
ry | 1 | -0.6883078167768171
ry | 2 | -0.8121967429567726
ry | 3 | -0.41443099107699255
ry | 4 | 3.204259120245509
ry | 5 | -0.15200360318181735
ry | 6 | 0.13763167955465766
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | -3.030867319892947
ry | 1 | 0.24598530939235375
ry | 2 | 1.19002675405149
ry | 3 | -0.20416006489572538
ry | 4 | 0.3375375056972799
ry | 5 | -1.7534087507069613
ry | 6 | 0.007944213870087017
cx | 5 6 | 
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.8487527404738473
ry | 1 | 1.589725077310243
ry | 2 | -0.020463789383011508
ry | 3 | -0.6217817175809475
ry | 4 | -0.144932659881589
ry | 5 | -0.3119476361780952
ry | 6 | 0.09743914863336113
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | -0.09533014718566142
ry | 1 | 0.17665580094002925
ry | 2 | -0.3176689546218501
ry | 3 | -0.5137136340187822
ry | 4 | 0.31265212106377216
ry | 5 | 1.8853135640400542
ry | 6 | 0.01640182122868223
cx | 5 6 | 
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.06468214123233113
ry | 1 | -1.2804056160682045
ry | 2 | 1.6280877995915406
ry | 3 | 1.4343932098621772
ry | 4 | -3.1081898992743113
ry | 5 | 0.46548499298750934
ry | 6 | -0.14963234189997301
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | 2.4157665640124057
ry | 1 | 0.36562073210203344
ry | 2 | 0.505562606186476
ry | 3 | 2.0087109412732187
ry | 4 | 0.16859111039589733
ry | 5 | -0.05680320479827621
ry | 6 | -0.013724574624382271
cx | 5 6 | 
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 2.1732391150050074
ry | 1 | 0.5079785277670157
ry | 2 | 0.6244910878837672
ry | 3 | 0.17017508940702272
ry | 4 | 1.6950856227547773
ry | 5 | -0.27888435774942427
ry | 6 | 0.3580083991919293
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | -2.636637137137483
ry | 1 | 0.4225478684311346
ry | 2 | 1.1253035749144145
ry | 3 | -0.018974046234864077
ry | 4 | -0.12002685434674477
ry | 5 | 0.058203513197936194
ry | 6 | 0.050023855122110564
cx | 5 6 | 
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.9987546900626887
ry | 1 | -0.2723532491906193
ry | 2 | -1.5138991471361367
ry | 3 | -0.22008901224745173
ry | 4 | -1.549750922960973
ry | 5 | -2.4267970527955423
ry | 6 | -0.28613654093096763
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | 2.06800291912294
ry | 1 | -0.47476442002319164
ry | 2 | -0.0789829831518192
ry | 3 | -0.3700168704807826
ry | 4 | -0.07643402053016603
ry | 5 | -0.008790775383531237
ry | 6 | -0.011944344058962426
cx | 5 6 | 
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.2704533247133522
ry | 1 | 0.13521951072899696
ry | 2 | 0.09664136914763154
ry | 3 | 0.12018728453090761
ry | 4 | 1.5171549499521535
ry | 5 | 1.7544722290541133
ry | 6 | 0.12032610289989054
