x | 2 | 
ry | 0 | 0.403211280795136
ry | 1 | -3.81402340767777
ry | 2 | -1.56912712457421
ry | 3 | -0.158068333806019
ry | 4 | 1.83238390618703e-5
ry | 5 | 1.54827203409139
ry | 6 | -1.60109109590252
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | 1.48210748360287
ry | 1 | -1.54793356497534
ry | 2 | -3.08528338826655
ry | 3 | -1.56698729525933
ry | 4 | 1.56159803817951
ry | 5 | 1.33866727695122e-6
ry | 6 | 1.27447063973845
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | -1.51196701696315
ry | 1 | 1.79529412418832
ry | 2 | 3.14720686849936
ry | 3 | -3.28969036462023
ry | 4 | -0.0866413567511684
ry | 5 | -0.785348556599541
ry | 6 | -0.00972253058021499
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | -0.600902063278650
ry | 1 | 3.13605560637300
ry | 2 | -0.0690064563425674
ry | 3 | -1.56976328334484
ry | 4 | -1.56816331952516
ry | 5 | 1.57043729734011
ry | 6 | 0.785291199381279
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | -0.0242599394300977
ry | 1 | -0.390734495813187
ry | 2 | -3.12386117866177
ry | 3 | -1.59487362797390
ry | 4 | 1.59885299840077
ry | 5 | 0.00543700340352538
ry | 6 | 1.56942402300468
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | 1.56871166522304
ry | 1 | -0.142324208367775
ry | 2 | -0.541766518867075
ry | 3 | -0.00103617340859575
ry | 4 | 1.76168346602860
ry | 5 | -0.000451393110211789
ry | 6 | 6.60779556734004e-5
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | 0.000771407695305230
ry | 1 | 0.00221223151236593
ry | 2 | 1.47504645728695
ry | 3 | -1.57080877900119
ry | 4 | 1.25209931498628
ry | 5 | 2.84558179748786
ry | 6 | 0.356484429979965
