x | 0 | 
x | 2 | 
ry | 0 | 0.00102216201260802
ry | 1 | -0.000796183938277539
ry | 2 | -0.00538676729994856
ry | 3 | -0.0966601490349599
ry | 4 | -1.05322884902825e-5
ry | 5 | 0.313569189479500
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.602913865986459
ry | 1 | -0.326952144145984
ry | 2 | -0.0746086647159325
ry | 3 | 2.57775826475194e-5
ry | 4 | -0.000358717327472901
ry | 5 | -0.693160227925180
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0162022979158922
ry | 1 | -0.0133774591595996
ry | 2 | 0.000694930570259571
ry | 3 | -0.101644345548071
ry | 4 | -4.48410507144994e-5
ry | 5 | 0.0814061045401210
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.57442915150024
ry | 1 | 0.0395284284543010
ry | 2 | 0.0127477889771877
ry | 3 | -0.0915069573375645
ry | 4 | 1.57186653352238
ry | 5 | 0.501025351958326
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.00738309840601957
ry | 1 | 0.00363807360752025
ry | 2 | 0.000348515610667981
ry | 3 | -9.64761225095545e-5
ry | 4 | 0.627672640611520
ry | 5 | 0.00580712360596718
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.780007656840990
ry | 1 | 0.00680988566081548
ry | 2 | -0.780383572887953
ry | 3 | 0.0124504075169497
ry | 4 | 0.000180709015417719
ry | 5 | -0.785334577157204
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0129890909152871
ry | 1 | 0.157461404392995
ry | 2 | 0.0974171174877221
ry | 3 | -0.885823937956671
ry | 4 | -0.00149814929633251
ry | 5 | -0.000768715323167620
