x | 0 | 
x | 1 | 
x | 3 | 
ry | 0 | -1.71339908379230
ry | 1 | 7.85065346192790
ry | 2 | 1.57197720052031
ry | 3 | 1.61762841837502
ry | 4 | 17.2787555343865
ry | 5 | -9.42477900083316
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -3.11600530369367
ry | 1 | 4.71225653462142
ry | 2 | -1.56955429427518
ry | 3 | 1.21365126899103
ry | 4 | 3.10458533635556
ry | 5 | 7.89868455426166
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -3.14574106443129
ry | 1 | -0.00183681707022764
ry | 2 | -4.71205978708959
ry | 3 | -0.771957295261625
ry | 4 | -1.57077485317510
ry | 5 | -3.96733107601202
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.807252593226863
ry | 1 | -10.9959012854185
ry | 2 | 4.71240489109239
ry | 3 | 1.57073171736025
ry | 4 | -1.57081437561236
ry | 5 | -9.19473317655629
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 7.85130426800838
ry | 1 | 1.57074476402151
ry | 2 | -6.27816360938570
ry | 3 | -6.05343018513322
ry | 4 | 1.57344153701630
ry | 5 | -13.3295820889007
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -3.14157896683606
ry | 1 | -1.57033000875929
ry | 2 | -3.26922538953648
ry | 3 | -8.20514009073207
ry | 4 | 1.57079478353873
ry | 5 | -6.28548898318114
