x | 0 | 
x | 2 | 
x | 4 | 
ry | 0 | 0.0261990339644539
ry | 1 | -1.10738770620448
ry | 2 | 1.10738715137615
ry | 3 | -1.55890265345281
ry | 4 | 0.441970483824523
ry | 5 | 1.77351826483160
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.16035296322833
ry | 1 | 4.90876571970323e-7
ry | 2 | -0.734952539226723
ry | 3 | -1.57425135237191
ry | 4 | -1.57076499958676
ry | 5 | -2.04141405259300
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.57078829961558
ry | 1 | -1.57076834520015
ry | 2 | -4.84455730224995e-5
ry | 3 | -6.66090416191380e-7
ry | 4 | -0.612887807597146
ry | 5 | 0.219940703894138
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.403978560565768
ry | 1 | 4.17839258802747e-7
ry | 2 | -1.57079202516367
ry | 3 | -0.263282651560056
ry | 4 | 1.55890801947798
ry | 5 | 0.00574821048813017
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 3.14159265358979
ry | 1 | 4.39813206517405e-5
ry | 2 | -1.41538931642046e-6
ry | 3 | -4.91783584802765e-5
ry | 4 | -2.52495816743638
ry | 5 | 1.55884764209506
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.57036971358898
ry | 1 | -1.38382598050990e-6
ry | 2 | 0.0143171338154834
ry | 3 | -0.585026961487753
ry | 4 | -0.0146429843548997
ry | 5 | -1.57305011503785
