x | 2 | 
ry | 0 | -1.35423045177564
ry | 1 | 0.638010797583010
ry | 2 | -0.704431664376352
ry | 3 | 0.00172237224731983
ry | 4 | -1.46626185731838e-5
ry | 5 | 1.61902205634306
ry | 6 | 0.914921643465911
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | 0.191813132886007
ry | 1 | -1.05506925951249
ry | 2 | -0.177623207020459
ry | 3 | 0.0207757815779856
ry | 4 | 0.0813950812332876
ry | 5 | -0.000957779587965139
ry | 6 | 1.89525581562623
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | 0.378729415519331
ry | 1 | 0.00798860288201839
ry | 2 | -0.0291903844365479
ry | 3 | 0.0679503833450678
ry | 4 | 0.00102722564998906
ry | 5 | -0.000505396795801865
ry | 6 | -0.345458009636350
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | -1.46926942712880
ry | 1 | 0.0607093429379518
ry | 2 | 0.454876994397252
ry | 3 | -1.65698967008334
ry | 4 | -0.521107719749265
ry | 5 | -1.56692271303721
ry | 6 | -1.52378533857734
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | -0.140784686419786
ry | 1 | 2.19055307693666
ry | 2 | 0.996375424681504
ry | 3 | 0.0639555520975050
ry | 4 | 0.00326244357072536
ry | 5 | -1.14531251622705
ry | 6 | -0.000648041210274802
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | -0.0447511580405654
ry | 1 | 0.626471943327501
ry | 2 | 1.57019419308097
ry | 3 | 1.56611518480177
ry | 4 | 1.09936906311736
ry | 5 | 0.397775250212688
ry | 6 | -0.0700094834384422
