ry | 0 | 0.595326254352380
ry | 1 | -0.186382781414664
ry | 2 | -0.212962352464810
ry | 3 | -0.276966105813370
ry | 4 | 0.144702125331914
ry | 5 | -0.0829385202209573
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.331679692823748
ry | 1 | -0.438226620790252
ry | 2 | 0.430711141295623
ry | 3 | -0.371643294422687
ry | 4 | 1.25040630494560
ry | 5 | 0.421823631302231
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.07865690918256
ry | 1 | 0.555626922059409
ry | 2 | -0.472332716163331
ry | 3 | 0.380792599749017
ry | 4 | 0.695119102055402
ry | 5 | 0.161721346591513
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.38693272097392
ry | 1 | 0.380505763293801
ry | 2 | -0.820779945875738
ry | 3 | 0.0270150947946225
ry | 4 | -1.06849403938709
ry | 5 | -0.346484347795731
