ry | 0 | -3.14204587655744
ry | 1 | 3.84771911301300e-6
ry | 2 | -2.12434742037449e-6
ry | 3 | -0.0215768786199503
ry | 4 | 1.47346428591647
ry | 5 | -0.583429830741969
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -6.18637596985046e-6
ry | 1 | -3.13970286119460
ry | 2 | -3.20717867329142e-5
ry | 3 | -0.0176549752265604
ry | 4 | -0.598507806859420
ry | 5 | -1.31114317128765
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -3.14161468605426
ry | 1 | 5.95258282105636e-6
ry | 2 | -4.09620798742971e-7
ry | 3 | 0.00255636978136192
ry | 4 | -0.964273857897082
ry | 5 | 0.0292198543195946
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0106821346321214
ry | 1 | -5.68326785426540e-6
ry | 2 | 3.02975145566977
ry | 3 | -3.14151592997351
ry | 4 | 0.654004385470210
ry | 5 | -0.0854129546658959
