ry | 0 | -0.254746605808607
ry | 1 | 0.0348194039032800
ry | 2 | -0.0361996219917386
ry | 3 | 0.407227915707704
ry | 4 | 0.648409048824499
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.137637619635766
ry | 1 | -1.06532468846067
ry | 2 | -1.13006907959775
ry | 3 | -2.39889334642460
ry | 4 | -1.77232871432386
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.232329341895532
ry | 1 | -4.49405194409078
ry | 2 | 0.904488973230981
ry | 3 | -1.20733757304916
ry | 4 | 0.410143889298741
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -1.78478952784040
ry | 1 | 2.83151768600501
ry | 2 | 1.61203685387926
ry | 3 | 2.57942425072302
ry | 4 | -1.89446180710886
