ry | 0 | -0.00932386489648515
ry | 1 | -0.307233779419008
ry | 2 | -0.134538848150675
ry | 3 | -0.376023096062900
ry | 4 | -0.0608715283924269
ry | 5 | -0.338403338982236
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.91064312476183
ry | 1 | 0.218978659082879
ry | 2 | -0.0715576528334455
ry | 3 | 0.00491378779088151
ry | 4 | 0.118189744030638
ry | 5 | -0.857045342484816
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.213030247726025
ry | 1 | -0.676521494806524
ry | 2 | -1.60648395481509
ry | 3 | 2.84541574591465
ry | 4 | -1.40410323719323
ry | 5 | -1.82634028543444
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.693444992662585
ry | 1 | -1.60467772414407
ry | 2 | 2.60259840266088
ry | 3 | 1.18005305089674
ry | 4 | 1.70871749066717
ry | 5 | -1.42488476081351
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0719414673753309
ry | 1 | 0.147930029246783
ry | 2 | 0.593383722764750
ry | 3 | 0.491157574397991
ry | 4 | -1.82287759659311
ry | 5 | 1.01003102189164
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.48833506146108
ry | 1 | 0.377853115959664
ry | 2 | -0.816522831185481
ry | 3 | 0.00548501867462950
ry | 4 | -0.00177121741827137
ry | 5 | 0.0540709125275494
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.484582753178484
ry | 1 | -0.786424339281203
ry | 2 | 1.44947166235780
ry | 3 | -0.446417771697135
ry | 4 | -0.0105850215672686
ry | 5 | -1.02785621869991
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0297986965848821
ry | 1 | -0.0813302976121234
ry | 2 | 0.101954573797640
ry | 3 | -0.0310556980021802
ry | 4 | 0.00403028569823366
ry | 5 | 0.0331713655153372
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.726722089989488
ry | 1 | 0.0934780605094485
ry | 2 | -0.517469681837538
ry | 3 | 0.172245186315785
ry | 4 | -0.0913972236780103
ry | 5 | 0.0543103019504988
