ry | 0 | -1.54210399648737
ry | 1 | -0.257144368189121
ry | 2 | -0.369307947382194
ry | 3 | 0.0383270869880821
ry | 4 | -1.16842217651601
ry | 5 | -0.108352027591008
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.55707299851697
ry | 1 | 1.18584899638575
ry | 2 | 0.767849663929153
ry | 3 | 0.272634258680205
ry | 4 | 0.0156505421929897
ry | 5 | -0.0177909819575382
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.39724580095411
ry | 1 | 1.58060024515559
ry | 2 | -1.34256103498606
ry | 3 | -0.238358004762447
ry | 4 | 2.81744190276252
ry | 5 | -1.19190597522183
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.125153680829659
ry | 1 | -1.37736880057324
ry | 2 | -0.0183978881888339
ry | 3 | -0.613620205748165
ry | 4 | 0.0624786093969435
ry | 5 | 0.0159358337800256
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.979605130424054
ry | 1 | 0.564131731677693
ry | 2 | 2.68700255730304
ry | 3 | 0.184792104634839
ry | 4 | -1.69828366192447
ry | 5 | 0.108944433301763
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.126317680590217
ry | 1 | -0.694368206689821
ry | 2 | 0.221032379941776
ry | 3 | 0.0267590696712014
ry | 4 | 0.0279803285648544
ry | 5 | -0.0779930033481423
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.240366139466918
ry | 1 | -0.00436116366849532
ry | 2 | -0.436941309255590
ry | 3 | -0.0513524309928678
ry | 4 | 0.0702004804356628
ry | 5 | 1.05440512697886
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0731490938232474
ry | 1 | -0.672503893056581
ry | 2 | -0.0282373468707861
ry | 3 | -0.0287347248951997
ry | 4 | -0.00403698405216779
ry | 5 | 0.0614353891598709
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.263218814016611
ry | 1 | 0.0379135823239143
ry | 2 | -0.0723960835683517
ry | 3 | 0.0858858078126151
ry | 4 | 0.0430468649246516
ry | 5 | 0.142874981844277
