ry | 0 | 2.29855405957180
ry | 1 | 1.55339293488630
ry | 2 | 1.90842262934683
ry | 3 | -1.59340046692296
ry | 4 | -0.318003202660069
ry | 5 | 0.0180021193376405
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.881778167653284
ry | 1 | 0.114047165640872
ry | 2 | 0.0855685195833558
ry | 3 | -0.271684339824184
ry | 4 | 1.49679539131828
ry | 5 | -1.55193021154097
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.67071143311098
ry | 1 | 0.449540561130636
ry | 2 | 2.14612144405621
ry | 3 | 0.0425738117237317
ry | 4 | -3.13245969765259
ry | 5 | 4.71483790829873
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0350636051157189
ry | 1 | -1.44545132787258
ry | 2 | -1.73132559141717
ry | 3 | -0.148943725512611
ry | 4 | 0.0128925058789034
ry | 5 | 3.14166607701665
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0848657814073931
ry | 1 | -1.27530391434967
ry | 2 | 1.17746095450784
ry | 3 | 2.91425748373268
ry | 4 | -3.07285862813018
ry | 5 | -3.40791208367662
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.506948462550224
ry | 1 | 2.45672165668640
ry | 2 | 0.998823975021223
ry | 3 | 1.68555819869473
ry | 4 | 1.56917670722445
ry | 5 | 1.53711954699708
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0582668710875771
ry | 1 | -1.63173612280230e-5
ry | 2 | 0.738543260290614
ry | 3 | 0.484768812913663
ry | 4 | 0.486950637949890
ry | 5 | 0.0307124240515215
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.474164017113308
ry | 1 | 0.0997112919201687
ry | 2 | 3.65027747153357
ry | 3 | -0.176640235500823
ry | 4 | 0.0113209733674714
ry | 5 | 0.0147316017254726
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.33148165367561
ry | 1 | -0.0987326651048094
ry | 2 | -0.743940573174685
ry | 3 | 0.475410305736108
ry | 4 | -0.424510121075032
ry | 5 | 0.0117475630706316
