ry | 0 | 2.32451549117187
ry | 1 | -0.811062564702034
ry | 2 | -1.13688336206978
ry | 3 | 0.927573033204624
ry | 4 | -0.204632644336961
ry | 5 | 0.323624157809786
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.250940485739878
ry | 1 | -0.295547222153227
ry | 2 | 0.818190571361705
ry | 3 | -0.140059865081294
ry | 4 | -7.82807933257008e-5
ry | 5 | 0.000131150152382074
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.46535455900549
ry | 1 | 1.06898434691131
ry | 2 | 0.866884699488731
ry | 3 | 0.991035110132162
ry | 4 | 1.62038274037412
ry | 5 | 1.20474156206665
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.39071428544717
ry | 1 | -0.361784905997211
ry | 2 | 0.582019944043633
ry | 3 | -0.287727782417245
ry | 4 | 0.0405480475090637
ry | 5 | 0.00202043132459694
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.418922854845503
ry | 1 | 0.492850561091013
ry | 2 | 0.811813814390622
ry | 3 | -0.937180867368882
ry | 4 | -2.54530405532021
ry | 5 | -0.203915559128218
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.265350513518645
ry | 1 | -0.216281449578962
ry | 2 | 0.253496614087907
ry | 3 | -0.743556252123495
ry | 4 | 0.00765177466729258
ry | 5 | -0.000706113210633746
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.167049165961561
ry | 1 | 0.148937480136290
ry | 2 | 0.219360146882793
ry | 3 | -0.288194078351096
ry | 4 | 1.33092236246510
ry | 5 | -1.31336994938420
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.402129817099950
ry | 1 | 0.584576535008129
ry | 2 | -0.151920175430782
ry | 3 | 0.257536401296098
ry | 4 | -0.00118320535146252
ry | 5 | -0.000213621130114194
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.346204177263872
ry | 1 | 0.170953735488526
ry | 2 | 0.164066213802203
ry | 3 | -0.0472024967519111
ry | 4 | -0.0953561168617048
ry | 5 | -0.0103645579444252
