ry | 0 | 2.51695793417298
ry | 1 | -2.69409247798397
ry | 2 | 3.05057090679207
ry | 3 | -1.75959730425413
ry | 4 | -0.0767387222199407
ry | 5 | 0.120158087355767
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.446167494895309
ry | 1 | 0.588461672110195
ry | 2 | -0.455915510122531
ry | 3 | -0.0106380711051023
ry | 4 | 0.0878841826624767
ry | 5 | -0.854789178270480
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.01928568712211
ry | 1 | -0.705979409321306
ry | 2 | -0.0856556287177783
ry | 3 | 2.51540915505391
ry | 4 | -1.45379504677283
ry | 5 | 1.84311014337719
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -2.04025277314364
ry | 1 | -0.496402411563179
ry | 2 | -2.08160238963245
ry | 3 | 1.71458978220142
ry | 4 | 1.57127245167871
ry | 5 | -1.57146209919084
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.91035148867209
ry | 1 | 1.26853272255110
ry | 2 | -0.473480839785039
ry | 3 | 0.365569408051842
ry | 4 | -1.73086709857237
ry | 5 | 0.000190576998252407
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.149868700096073
ry | 1 | -0.231600024584700
ry | 2 | 0.722596266081888
ry | 3 | -1.22548788442981
ry | 4 | -0.00460359510085940
ry | 5 | 0.00435963057590308
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0244409232731727
ry | 1 | 0.171964371329255
ry | 2 | 0.527130624348944
ry | 3 | 0.303117294775370
ry | 4 | 0.761176910697353
ry | 5 | -0.00603105118945630
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0751387280246620
ry | 1 | 0.0621924843722684
ry | 2 | 0.0986059072225114
ry | 3 | -0.263097740129098
ry | 4 | 0.000811950565714418
ry | 5 | -0.000549413866622658
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.158386366763532
ry | 1 | 0.0330032264111019
ry | 2 | 0.0121306434398042
ry | 3 | 0.0137702864860903
ry | 4 | 0.125149232827614
ry | 5 | 0.00356650231312633
