ry | 0 | 0.323479445983687
ry | 1 | -0.475929479617112
ry | 2 | 0.232787316127127
ry | 3 | 0.425133889335388
ry | 4 | -0.355909017740579
ry | 5 | -0.354297576250510
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.00687704975348910
ry | 1 | -0.348074782661082
ry | 2 | 0.578797932956984
ry | 3 | 0.396658140584969
ry | 4 | 0.592763430014759
ry | 5 | 0.554156933250847
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.166310787678106
ry | 1 | -0.246347346638961
ry | 2 | 0.207602525809181
ry | 3 | -0.728117187174209
ry | 4 | 0.0483607404365212
ry | 5 | -0.0529837238938800
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.348848658886981
ry | 1 | 0.0304582615308221
ry | 2 | -0.696869119993267
ry | 3 | -0.281862254247802
ry | 4 | -0.596601306562574
ry | 5 | -0.184913487163484
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.225533443047308
ry | 1 | 0.488369114772748
ry | 2 | -0.762038742971862
ry | 3 | -0.0167888247084959
ry | 4 | 0.0863269624274104
ry | 5 | -0.584883153639577
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0858317149582729
ry | 1 | -0.239908997310373
ry | 2 | -0.298887504311228
ry | 3 | 0.345847671418932
ry | 4 | 0.534735648260226
ry | 5 | 0.292997606674769
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.811884025949407
ry | 1 | -0.232758589995879
ry | 2 | -0.130991179032714
ry | 3 | 0.193863829426368
ry | 4 | -0.393893180852009
ry | 5 | -0.557617213815103
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0592985284058708
ry | 1 | 1.17717837378655
ry | 2 | -0.0887357125526284
ry | 3 | 0.00743003167735470
ry | 4 | -1.08111989845642
ry | 5 | -0.0804630203803221
