ry | 0 | 0.234698004470258
ry | 1 | -0.732874922705622
ry | 2 | -0.679610769801623
ry | 3 | -0.653249275128679
ry | 4 | 0.285093034368701
ry | 5 | -0.541595676104768
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.377784462122850
ry | 1 | -1.02232417802630
ry | 2 | -0.589101682275769
ry | 3 | 0.999862276465484
ry | 4 | 0.613776086433780
ry | 5 | -0.909014674545052
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.305358758300027
ry | 1 | 0.105201308280474
ry | 2 | -0.242746319595137
ry | 3 | 0.503248067360734
ry | 4 | -0.253535328560735
ry | 5 | -0.0233231513219743
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.402623049709230
ry | 1 | -0.0258817593453156
ry | 2 | 0.507272971936055
ry | 3 | -0.248730845672981
ry | 4 | 0.216241592080713
ry | 5 | 0.254264419434720
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.320831375405611
ry | 1 | 0.447117793689714
ry | 2 | 0.00223849718749443
ry | 3 | 0.864217512627768
ry | 4 | 0.364544764590856
ry | 5 | 0.481952035373345
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.314718740658777
ry | 1 | -1.14452434709678
ry | 2 | -0.124464820809692
ry | 3 | 0.327469238391755
ry | 4 | -0.280262057312023
ry | 5 | 0.558554731488286
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.121491389266814
ry | 1 | -0.346597254994834
ry | 2 | 0.491678453409450
ry | 3 | 0.220658323784281
ry | 4 | 0.584597684059681
ry | 5 | -0.840874637833651
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.100382163346691
ry | 1 | 0.485262367681876
ry | 2 | 0.00555415012073260
ry | 3 | -0.107449908718548
ry | 4 | -0.172457861691346
ry | 5 | 0.892114635783167
