ry | 0 | 0.460709673135555
ry | 1 | -0.104144224161723
ry | 2 | 0.116957495175622
ry | 3 | 0.408613874831708
ry | 4 | -0.0416530187165975
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0465636055320824
ry | 1 | 0.000878147359751498
ry | 2 | -0.0214313507280225
ry | 3 | 0.413024216697821
ry | 4 | 0.0244683658228676
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.307834492475633
ry | 1 | 0.116050360275513
ry | 2 | 0.203577033190055
ry | 3 | 0.392763274253655
ry | 4 | -0.0563342562194146
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.245877548029497
ry | 1 | -0.102953187319982
ry | 2 | -0.109935994167545
ry | 3 | -0.0904740382176130
ry | 4 | 0.0603834154585748
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.211001531916901
ry | 1 | -0.0319732480392846
ry | 2 | 0.0427183477903884
ry | 3 | -0.253073865064378
ry | 4 | 0.0185423272201981
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.221567665047356
ry | 1 | -0.151131645701714
ry | 2 | -0.0566800479902039
ry | 3 | 0.0920315932998778
ry | 4 | -0.0113229792675847
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.134235199829092
ry | 1 | 0.101883051569013
ry | 2 | 0.0933798940070859
ry | 3 | 0.243541100146368
ry | 4 | 0.0517663099331959
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -1.60493670823729
ry | 1 | -0.350744785430869
ry | 2 | -0.0517174705365019
ry | 3 | -0.217976374935153
ry | 4 | -0.0259662393382118
