ry | 0 | -0.0421864086602695
ry | 1 | -0.0419512092171008
ry | 2 | -0.00445712850750460
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.00348817150733234
ry | 1 | -0.0222334086733435
ry | 2 | 0.00196419896635560
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0404780976934359
ry | 1 | -0.0406472485434453
ry | 2 | 0.00204995350120352
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.788408530065025
ry | 1 | -0.0240878538076695
ry | 2 | -0.00155446578737608
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0587511515742656
ry | 1 | 0.0605674621496834
ry | 2 | -0.00725888704008094
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.000413927351821755
ry | 1 | -0.0270492447157021
ry | 2 | 0.00157863647426213
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0436914907513972
ry | 1 | 0.0618037493964557
ry | 2 | 0.00782002424281376
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.782067054945190
ry | 1 | -0.0272499676680145
ry | 2 | 0.000792109270168723
