ry | 0 | -0.313548243347633
ry | 1 | 0.454434715467541
ry | 2 | 0.650603081253067
ry | 3 | 0.811065655071460
ry | 4 | -0.720881190828155
ry | 5 | 0.432287071689104
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.597516083411564
ry | 1 | 0.445296701355596
ry | 2 | -0.00835898654381450
ry | 3 | -0.242563773622772
ry | 4 | 0.0339332568665174
ry | 5 | -0.192048940283163
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.229053370376697
ry | 1 | -0.0231270091182618
ry | 2 | 0.263827322910257
ry | 3 | 0.298598306634250
ry | 4 | 0.405824889392185
ry | 5 | -0.311976696791287
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.378601962819386
ry | 1 | 0.388569353089957
ry | 2 | 0.527319111702590
ry | 3 | 0.343072005691143
ry | 4 | 0.790887428338738
ry | 5 | 0.0420373429917804
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.195742716875123
ry | 1 | -0.0605077406569545
ry | 2 | -0.434059551990109
ry | 3 | -0.819729936311054
ry | 4 | -0.0876745826911975
ry | 5 | -0.653724055808428
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.388654442092678
ry | 1 | 0.570764459375917
ry | 2 | 0.0635171493741470
ry | 3 | 0.399802632843249
ry | 4 | -0.165327887837279
ry | 5 | 0.189037557273889
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.480641711572412
ry | 1 | 0.201218529569759
ry | 2 | 1.02828679826365
ry | 3 | 0.0108617496424239
ry | 4 | 0.322964210932961
ry | 5 | -0.159204873440162
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.116685304871473
ry | 1 | 0.264298384856554
ry | 2 | -0.437115927565989
ry | 3 | 0.222177581333036
ry | 4 | -0.115988085470449
ry | 5 | 0.505829700396736
