ry | 0 | -0.0979524099199722
ry | 1 | 0.00703170163865025
ry | 2 | 0.133089375105469
ry | 3 | 0.0271165137809539
ry | 4 | 0.0232482718756728
ry | 5 | -0.000204934428740202
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0526703393800497
ry | 1 | 0.00162276942820270
ry | 2 | 0.110115921691799
ry | 3 | -0.0922357089354555
ry | 4 | 0.0149021563578680
ry | 5 | -0.0417473587344912
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0110441305862603
ry | 1 | -0.0117192156567421
ry | 2 | 0.00977392366083987
ry | 3 | -0.145566112117669
ry | 4 | -0.0312506199387328
ry | 5 | 0.144606182353089
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0277660085255204
ry | 1 | 0.0450176621649807
ry | 2 | 0.272511412999153
ry | 3 | -0.00947827185827933
ry | 4 | -0.0668620366167545
ry | 5 | 0.0392309611788851
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.00792928206662573
ry | 1 | -0.0802098127093267
ry | 2 | -0.137847707882118
ry | 3 | -0.0780711367293484
ry | 4 | 0.285214776868678
ry | 5 | 0.0733488247607295
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0436812854407483
ry | 1 | -0.0235594894508427
ry | 2 | -0.0767259282107343
ry | 3 | -0.0281683533372485
ry | 4 | 0.0536956423690251
ry | 5 | -0.339187515838890
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0430500638395246
ry | 1 | -0.0905401498917783
ry | 2 | 0.111827952263343
ry | 3 | -0.0438263203452120
ry | 4 | 0.460451428923193
ry | 5 | 0.0277143886985371
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.00778094089084222
ry | 1 | -0.00144169082296200
ry | 2 | -0.138811985100122
ry | 3 | 0.0413529784853323
ry | 4 | 0.00293866433083709
ry | 5 | 0.120166048750547
