ry | 0 | 0.280187210887053
ry | 1 | -0.134728347133952
ry | 2 | 0.154485268469101
ry | 3 | 0.576805820895929
ry | 4 | -0.0622795530369733
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0767612952071030
ry | 1 | 0.0695664285504432
ry | 2 | -0.0610944318060902
ry | 3 | 0.0229025133336562
ry | 4 | 0.0313385549643004
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.262944550799371
ry | 1 | -0.00546492762437052
ry | 2 | 0.0145610820074366
ry | 3 | 0.539923762692199
ry | 4 | -0.0549030108011415
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.252897471024425
ry | 1 | 0.378220694084907
ry | 2 | -0.00470396339253767
ry | 3 | -0.247621370003038
ry | 4 | -0.0304990368297396
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0481544773301973
ry | 1 | 0.0174013208152692
ry | 2 | -0.103331842892831
ry | 3 | -0.501389108424039
ry | 4 | 0.121860750944772
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.0662719956725017
ry | 1 | -0.210952401034958
ry | 2 | -0.0213501141073893
ry | 3 | 0.352811895921795
ry | 4 | -0.0274373276946165
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0981104353831991
ry | 1 | 0.0615864793543097
ry | 2 | -0.0628492281669831
ry | 3 | 0.484716760717772
ry | 4 | 0.0376989322001005
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -1.20428369522640
ry | 1 | 0.191269347935406
ry | 2 | -0.107021392985525
ry | 3 | -0.102900226299533
ry | 4 | -0.0502110964945102
