ry | 0 | 0.455700842072044
ry | 1 | -0.0875807887528981
ry | 2 | 0.115340023119833
ry | 3 | 0.398628112926082
ry | 4 | -0.0340675711710931
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0409480445156679
ry | 1 | -0.000150670061235155
ry | 2 | -0.0297405135029281
ry | 3 | 0.395069875673304
ry | 4 | 0.0163565046484424
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.318682041506299
ry | 1 | 0.114571301305169
ry | 2 | 0.196790388401708
ry | 3 | 0.384064774694572
ry | 4 | -0.0473065090249610
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.241814631008243
ry | 1 | -0.110797400241228
ry | 2 | -0.102041815175131
ry | 3 | -0.0966078614228256
ry | 4 | 0.0451551322671767
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.206835268374656
ry | 1 | -0.0368383568822219
ry | 2 | 0.0370881072809268
ry | 3 | -0.240707299327536
ry | 4 | 0.0197755372037747
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.231567777661767
ry | 1 | -0.142219030358408
ry | 2 | -0.0558280003520114
ry | 3 | 0.0931014897344924
ry | 4 | -0.0219989825665336
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.154816031535840
ry | 1 | 0.0941211047148381
ry | 2 | 0.0800766548793931
ry | 3 | 0.241312105638400
ry | 4 | 0.0640568526364569
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -1.62841851836910
ry | 1 | -0.345585388633081
ry | 2 | -0.0411925718301137
ry | 3 | -0.221979779819795
ry | 4 | -0.0344097647689884
