ry | 0 | -0.0665365108732010
ry | 1 | 0.000298196603239729
ry | 2 | 0.00354017667779638
ry | 3 | 0.0573633229459902
ry | 4 | -0.0922158509181564
ry | 5 | -0.0253063674897536
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0313655455410693
ry | 1 | 0.000640485786651118
ry | 2 | -0.0216578624712681
ry | 3 | -0.0318040945247495
ry | 4 | -0.00670797183242361
ry | 5 | 0.0309760639499843
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.000848488556755412
ry | 1 | -0.0180488914052922
ry | 2 | -0.0447058021429897
ry | 3 | 0.149211753125815
ry | 4 | -0.0536007682045489
ry | 5 | 0.0267823372383660
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.00121854720862844
ry | 1 | 0.0198847891771635
ry | 2 | 0.0256732673653388
ry | 3 | -0.00375031572870441
ry | 4 | -0.0171762948580368
ry | 5 | 0.0514937818889619
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.290898242291440
ry | 1 | 0.115513648211111
ry | 2 | -0.0258281599281141
ry | 3 | -0.0265272848159578
ry | 4 | 0.0639926291339448
ry | 5 | -0.0511592544838277
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.00799265946658353
ry | 1 | -0.0543459547591873
ry | 2 | 0.0144211617696216
ry | 3 | -0.00665026123486441
ry | 4 | 0.0779462716578219
ry | 5 | -0.0141414842021857
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.124068182218828
ry | 1 | 0.204108302436456
ry | 2 | 0.0550298300964622
ry | 3 | -0.166517078813247
ry | 4 | -0.0886564942724551
ry | 5 | -0.0208991611135350
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0139483746450725
ry | 1 | -0.00637382124562794
ry | 2 | 0.0755367757688898
ry | 3 | 0.000615959317040044
ry | 4 | -0.0623239048951991
ry | 5 | 0.00253468500422652
