ry | 0 | 0.190275309593418
ry | 1 | 0.143074400540110
ry | 2 | -0.372705416813506
ry | 3 | -0.0414894604753973
ry | 4 | 0.157869111859300
ry | 5 | 0.748034005967049
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.279510297700737
ry | 1 | 0.401647656860652
ry | 2 | 0.0648836119830651
ry | 3 | 0.909189113057694
ry | 4 | 0.640051927680770
ry | 5 | -0.143455587976181
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.539188592024716
ry | 1 | -0.00828567728174671
ry | 2 | -0.264874835566516
ry | 3 | -0.452550667315382
ry | 4 | -0.571050952703812
ry | 5 | 0.376947545850930
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.543085065887309
ry | 1 | -0.0849689194246857
ry | 2 | 0.0219923853353795
ry | 3 | 0.0420332455329000
ry | 4 | -1.08275921570701
ry | 5 | -0.0343408935013130
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.191491016450727
ry | 1 | -0.0962471414017402
ry | 2 | -0.137485520601313
ry | 3 | -0.0403337313692486
ry | 4 | 0.666325035494609
ry | 5 | -0.362959299090799
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.266622449531350
ry | 1 | -0.169195664180547
ry | 2 | 0.0603905494429141
ry | 3 | -0.185147568782102
ry | 4 | 0.955011873133791
ry | 5 | -0.136244282133604
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0755260880250296
ry | 1 | 0.0812621119738505
ry | 2 | -0.221367597777673
ry | 3 | -0.640486774984300
ry | 4 | -0.204837401619637
ry | 5 | -0.400668772653595
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.35030352864330
ry | 1 | 0.111156318396476
ry | 2 | -0.225181150529600
ry | 3 | -0.0955250961502903
ry | 4 | -0.422912650619912
ry | 5 | -0.0884767333100079
