ry | 0 | -0.429337521906839
ry | 1 | -0.0490789478784588
ry | 2 | 0.0860568837868853
ry | 3 | -0.277998170529697
ry | 4 | -0.0521545772089010
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.0990324812068279
ry | 1 | -0.199846220752244
ry | 2 | -0.137978805471043
ry | 3 | 0.0355253817998791
ry | 4 | 0.0116835289804577
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.313888555439855
ry | 1 | -0.0899266819414415
ry | 2 | 0.0885253455169264
ry | 3 | -0.270483598698788
ry | 4 | -0.0458548899393602
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.213605878786499
ry | 1 | 0.327066612405479
ry | 2 | 0.145894668077969
ry | 3 | 0.108216572132422
ry | 4 | -0.121144959938624
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.00490031930044703
ry | 1 | -0.0595071392160177
ry | 2 | -0.123276573098221
ry | 3 | 0.396689911840222
ry | 4 | -0.0264829810753003
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.117249907861656
ry | 1 | -0.121698539596710
ry | 2 | 0.0568862647718923
ry | 3 | -0.250059926247319
ry | 4 | 0.0143690016338447
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.301505894479837
ry | 1 | -0.0211140778074763
ry | 2 | 0.139331136679106
ry | 3 | -0.398018900322504
ry | 4 | 0.111673946816347
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -1.41670795033562
ry | 1 | 0.0244298227638586
ry | 2 | 0.0256985162833540
ry | 3 | 0.248813298893628
ry | 4 | 0.0406187682646568
