ry | 0 | 1.34509328722371
ry | 1 | 0.0975467025869011
ry | 2 | -0.529120650639887
ry | 3 | -0.0814080578865688
ry | 4 | 0.115346282136476
ry | 5 | 0.250958580937267
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0628166731684036
ry | 1 | 0.0665133896509105
ry | 2 | 0.0146038538183484
ry | 3 | -0.0581683046056548
ry | 4 | 0.174923169932680
ry | 5 | 0.154332433386901
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.345925674241055
ry | 1 | -0.228681004296182
ry | 2 | 0.573143357227352
ry | 3 | 0.425616670519898
ry | 4 | 0.332978177045842
ry | 5 | 0.285477722721765
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0623588371287346
ry | 1 | 0.129669876185642
ry | 2 | -0.280893485552311
ry | 3 | 0.0432354906954974
ry | 4 | 0.0907796746267001
ry | 5 | -0.104428295781568
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.119640114505093
ry | 1 | 0.0714066883723753
ry | 2 | -0.264636526045297
ry | 3 | 0.0368037792553303
ry | 4 | -0.585076623050626
ry | 5 | -0.252280052698179
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0964496814052396
ry | 1 | 0.109291752048899
ry | 2 | -0.0195396880295577
ry | 3 | -0.00608122661252714
ry | 4 | 0.154812899980309
ry | 5 | 0.0877114489087594
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.353545725339430
ry | 1 | 0.379151630526161
ry | 2 | 0.519247255662515
ry | 3 | 0.134827246944699
ry | 4 | -0.0840089440885531
ry | 5 | -0.428119173668960
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.55704835510624
ry | 1 | -1.55522400859145
ry | 2 | 0.264129926778605
ry | 3 | -0.0419971829784067
ry | 4 | 0.0376466066953748
ry | 5 | -0.0471471306196804
