x | 0 | 
x | 1 | 
x | 3 | 
ry | 0 | 6.28414710090201
ry | 1 | 5.79203357111509
ry | 2 | 3.48868417024084
ry | 3 | -5.03355588705907
ry | 4 | -4.71185345787485
ry | 5 | -4.71068918550063
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | 7.06243197242966
ry | 1 | 2.03080627658566
ry | 2 | -3.41296155570774
ry | 3 | 8.94294606616809
ry | 4 | 6.17807327395905
ry | 5 | -0.00217322683626251
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -0.00860674666624178
ry | 1 | 1.46886648115646
ry | 2 | -4.34456925278428
ry | 3 | -2.00973708752895
ry | 4 | -0.176109476583363
ry | 5 | 10.8821008686406
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | 4.18226476361112
ry | 1 | 4.30163967521757
ry | 2 | 1.66967124030688
ry | 3 | -4.70417402391093
ry | 4 | 6.66973088572412
ry | 5 | -5.59161428937524
