x | 0 | 
x | 2 | 
x | 4 | 
ry | 0 | -5.26124963360116e-7
ry | 1 | -2.95913417203544
ry | 2 | 0.230687502225229
ry | 3 | -0.0177764789176379
ry | 4 | 1.57079561822329
ry | 5 | -1.57079671618104
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | 1.57079430346504
ry | 1 | -1.57082023825775
ry | 2 | -2.29180747020477
ry | 3 | 0.0125493591967803
ry | 4 | -0.783864343958605
ry | 5 | -3.73183575266924e-7
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -5.38648837799628e-7
ry | 1 | -4.32431182236004e-7
ry | 2 | 3.14159265358979
ry | 3 | -2.11982370778043
ry | 4 | -1.32841434955408e-5
ry | 5 | 5.58184467844873e-6
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | 3.11349273461772
ry | 1 | -2.40224580369313
ry | 2 | -0.0125916109157139
ry | 3 | -1.57079714142318
ry | 4 | 1.57079591267461
ry | 5 | 1.57077620408273
