x | 0 | 
x | 2 | 
ry | 0 | 3.13088215188699
ry | 1 | -1.57089672883541
ry | 2 | -1.21764425730432
ry | 3 | -3.14533576399104
ry | 4 | 6.27364419859564
ry | 5 | -2.06981326289693
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | 1.62012835040381
ry | 1 | -1.22449061005953
ry | 2 | 0.0425046073400059
ry | 3 | -1.56580942336804
ry | 4 | -1.56278493693997
ry | 5 | -2.08683133924706
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -1.56722490083278
ry | 1 | -1.56724356956045
ry | 2 | 1.57078354618853
ry | 3 | 1.50541967228111
ry | 4 | 1.56769220620681
ry | 5 | 1.57057809573233
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -2.70076100268471
ry | 1 | -2.75472154032227
ry | 2 | -1.56978756682733
ry | 3 | -1.71700654044566
ry | 4 | 0.0633997968167646
ry | 5 | 1.57078563715599
