ry | 0 | -1.21257250150447
ry | 1 | -1.68119761764405
ry | 2 | 0.294102746414542
ry | 3 | 0.225307544617519
ry | 4 | -0.108559536162403
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.00730115889540481
ry | 1 | -0.0147920039883037
ry | 2 | 0.261253618392346
ry | 3 | 0.0331488995020615
ry | 4 | 0.225430528876755
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.142470705365422
ry | 1 | 0.848145546233017
ry | 2 | -0.041963374839138
ry | 3 | 0.141868338659872
ry | 4 | -0.00270802062023543
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.450618779050851
ry | 1 | 0.38832086388681
ry | 2 | -0.466421707307946
ry | 3 | 1.38730303917217
ry | 4 | -0.113195592798289
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.148466857797432
ry | 1 | -0.267431011502199
ry | 2 | -0.324379452279293
ry | 3 | -0.100280131757442
ry | 4 | 0.12747462059844
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.246213395970442
ry | 1 | -0.529764677979312
ry | 2 | 0.370640083268756
ry | 3 | -0.0486024386379542
ry | 4 | -0.169190242718034
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.00482850340443489
ry | 1 | 0.462230061783713
ry | 2 | 0.0791444898440446
ry | 3 | -0.116140758972909
ry | 4 | -0.0402851570246423
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.128332179971923
ry | 1 | 0.170884256811023
ry | 2 | -0.0861884014157741
ry | 3 | 0.10108223076153
ry | 4 | 0.0483625564591161
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0665690255154459
ry | 1 | 0.184867068290033
ry | 2 | -0.00230397486015223
ry | 3 | 0.00821097689654692
ry | 4 | 0.073364949907463
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.0110349739347803
ry | 1 | -0.00875895193810959
ry | 2 | 0.134114990197854
ry | 3 | 0.0541863967824593
ry | 4 | 0.104043462891373
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.00221008567438627
ry | 1 | 0.109725510451661
ry | 2 | -0.023604284596867
ry | 3 | 0.00257588727388441
ry | 4 | 0.00375939174776885
