ry | 0 | 3.10951514843667
ry | 1 | -0.130892502740221
ry | 2 | -0.701730868945496
ry | 3 | -0.0230097438604289
ry | 4 | 0.198324097737075
ry | 5 | 0.0841945766871427
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.221046777960538
ry | 1 | -0.360779561957578
ry | 2 | 0.0293021740205164
ry | 3 | 0.0224552922391807
ry | 4 | -0.00135225938735848
ry | 5 | -0.347751079399017
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.68302954372127
ry | 1 | -1.98408863949267
ry | 2 | 1.14767421370419
ry | 3 | -1.57414999248543
ry | 4 | -0.19334736056278
ry | 5 | 0.981427799585097
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -3.72734871968513
ry | 1 | 0.269463227204312
ry | 2 | -0.145179616820593
ry | 3 | -1.00359241661786
ry | 4 | 0.949677117791487
ry | 5 | 0.871590423024207
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 2.32129978945287
ry | 1 | -0.790548259958709
ry | 2 | 0.762915582940186
ry | 3 | 1.50181918225305
ry | 4 | -0.0909441044149445
ry | 5 | -1.51008789886229
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.546000156155284
ry | 1 | 0.55586301942024
ry | 2 | 0.0466869544617753
ry | 3 | -0.0670882781551993
ry | 4 | 0.0951437689412587
ry | 5 | 0.0884510924160063
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.168631406618571
ry | 1 | 0.185694951819638
ry | 2 | -0.534602525965551
ry | 3 | 0.0640556352043356
ry | 4 | -0.0189998770308606
ry | 5 | 0.0198633917872308
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.295829606311139
ry | 1 | 0.584303356926112
ry | 2 | -0.0174368991132111
ry | 3 | 0.00603850981799267
ry | 4 | 0.0326217723993086
ry | 5 | -0.0727785486424825
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.00683469377091843
ry | 1 | 0.296127289179527
ry | 2 | -0.239592532071858
ry | 3 | 0.0209058514089786
ry | 4 | -0.00735868978802569
ry | 5 | -0.022628829001031
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.263991942045158
ry | 1 | -0.302321551250412
ry | 2 | 0.000247307995329509
ry | 3 | -0.00878137838541305
ry | 4 | 0.098407734862278
ry | 5 | 0.0945394081688364
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0132583601997421
ry | 1 | 0.0390447223613868
ry | 2 | 0.000414006596990438
ry | 3 | 0.0281675322391039
ry | 4 | 0.0235479890002785
ry | 5 | -0.00188105029414861
