ry | 0 | -0.273408699598284
ry | 1 | -0.467662333260167
ry | 2 | -0.150152187449806
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.0149688088216385
ry | 1 | -0.0395341600762502
ry | 2 | -0.00228173151827266
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.00371815597271474
ry | 1 | 0.00102499267487157
ry | 2 | -0.00576373367228949
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.000746123915445143
ry | 1 | -0.12996946785779
ry | 2 | -0.0505265203275908
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.203760153433542
ry | 1 | -0.180078854615879
ry | 2 | 0.408467092006914
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.250277866604761
ry | 1 | 0.227697913859293
ry | 2 | -0.0185298507351658
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.067046614150556
ry | 1 | 0.142368196946459
ry | 2 | -0.156438633680004
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.0882467515070112
ry | 1 | -0.0772897644200707
ry | 2 | 0.0230203749553931
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.150586396659327
ry | 1 | -0.0921682770441992
ry | 2 | -0.0714378793184444
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.10533564991928
ry | 1 | -0.0453885084462749
ry | 2 | 0.0113968802846634
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0207058027055169
ry | 1 | -0.00867612806428644
ry | 2 | -0.00219027746360294
