ry | 0 | -0.953731224216284
ry | 1 | 0.334299495237639
ry | 2 | -2.50873105843634
ry | 3 | 0.920193079520789
ry | 4 | 0.127867854577841
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.212673970423782
ry | 1 | -0.112591911524667
ry | 2 | -0.0676900877922374
ry | 3 | 0.206641567564197
ry | 4 | -0.527002451861652
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 3.23999962683882
ry | 1 | 1.55857660257945
ry | 2 | -2.61983399752184
ry | 3 | -2.14201534144322
ry | 4 | 3.17111657411472
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.695855978095127
ry | 1 | 3.35962137461638
ry | 2 | -0.370998250519037
ry | 3 | -3.7836479828744
ry | 4 | -0.946678005241404
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 3.12870555248057
ry | 1 | -0.775138765026077
ry | 2 | 1.71173334114386
ry | 3 | -1.08276597934387
ry | 4 | 0.497739057455236
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.234056396297647
ry | 1 | 0.852950218241979
ry | 2 | 0.0505908399540573
ry | 3 | -0.245605256104582
ry | 4 | -0.151360197324309
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.252266354089557
ry | 1 | -0.104671135662165
ry | 2 | 0.135720502833389
ry | 3 | -0.240777548833531
ry | 4 | 0.0560137996070553
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.519413607077935
ry | 1 | -0.0879551846196364
ry | 2 | -0.36700636006982
ry | 3 | -0.256618286343864
ry | 4 | 0.625688462673052
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.482481801251575
ry | 1 | -0.0054388809931522
ry | 2 | 0.0185325671799306
ry | 3 | -0.220067668755581
ry | 4 | -0.10596474864283
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.186705815531598
ry | 1 | -0.330050478956525
ry | 2 | 0.168939633280644
ry | 3 | 0.10147636500266
ry | 4 | -0.450375819897895
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0096504845978295
ry | 1 | -0.152673452302462
ry | 2 | 0.069835223121392
ry | 3 | -0.0202755812124337
ry | 4 | 0.0157203841722117
