ry | 0 | 1.53762164169215
ry | 1 | 2.38419186147026
ry | 2 | -1.53264386569964
ry | 3 | 0.298815113201156
ry | 4 | 0.134515901278139
ry | 5 | -0.670968490646115
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.190601851220688
ry | 1 | -0.260894223982588
ry | 2 | -0.209518531900539
ry | 3 | 0.025422300400081
ry | 4 | 3.92572816325343
ry | 5 | -0.128692365028911
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.69713072180987
ry | 1 | -0.952708368601267
ry | 2 | 1.91742599277129
ry | 3 | 2.46305410809119
ry | 4 | 1.64078558339889
ry | 5 | -1.90499815552136
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.24969934971229
ry | 1 | 1.69322432485425
ry | 2 | 1.54907625638761
ry | 3 | -1.8126563122419
ry | 4 | 0.995608128495364
ry | 5 | -4.38436433792259
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.137249972201211
ry | 1 | -0.0842477824836008
ry | 2 | 0.235005771585986
ry | 3 | 0.851366749916014
ry | 4 | 2.55774774831269
ry | 5 | -0.638043932774539
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.26087772869684
ry | 1 | 0.26252859069825
ry | 2 | -1.84743258541743
ry | 3 | 1.29895889354662
ry | 4 | -0.50654339468459
ry | 5 | -0.015872114966649
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 2.9090945617574
ry | 1 | 1.22529958112081
ry | 2 | -2.46297331596374
ry | 3 | 1.01071476069776
ry | 4 | -1.15072751697998
ry | 5 | -0.15345090425748
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.396885007202765
ry | 1 | -0.121532335609551
ry | 2 | -0.542940300844475
ry | 3 | -0.804186427092768
ry | 4 | 0.499787144811439
ry | 5 | -0.853223168261307
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.111217719923527
ry | 1 | 0.596962890037043
ry | 2 | 1.3018667083231
ry | 3 | -1.23458400194215
ry | 4 | 0.344193543690479
ry | 5 | -0.0483296062707597
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.162857343389349
ry | 1 | -0.22115016185137
ry | 2 | -0.0368312338103698
ry | 3 | 0.0558971762370262
ry | 4 | -0.100059246798162
ry | 5 | -0.0746242695225928
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0303782177440193
ry | 1 | 0.0463805143664123
ry | 2 | -0.0571292196677361
ry | 3 | -0.029229017556795
ry | 4 | 0.0529886879070995
ry | 5 | 0.031374651267018
