ry | 0 | -1.0260378096441
ry | 1 | 0.0351358692663357
ry | 2 | 0.0706472715998721
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.00596416894617978
ry | 1 | 0.00619117494760364
ry | 2 | 0.00029254513118321
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.00358360654921986
ry | 1 | -0.000853265076133664
ry | 2 | 0.000593737156780571
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.000138384483102381
ry | 1 | 0.017637045420264
ry | 2 | -0.0377791446331866
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.381446207235089
ry | 1 | 0.0272379181330883
ry | 2 | -0.549657613992126
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.171824038699997
ry | 1 | -0.0226160941825476
ry | 2 | 0.0143461385096044
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0563901686924674
ry | 1 | -0.244078354792781
ry | 2 | 0.417454154503021
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.1652554377455
ry | 1 | -0.000610848181154967
ry | 2 | 0.0104997677692529
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.11097518963869
ry | 1 | 0.0734902075381331
ry | 2 | 0.0834258064319139
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.116896752381061
ry | 1 | 0.00479818605468682
ry | 2 | -0.000551377346938978
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.00415933303339315
ry | 1 | -3.62040719275977e-06
ry | 2 | -0.0017447498771047
