ry | 0 | 1.82061628291453
ry | 1 | -0.707904176660066
ry | 2 | -0.625963315252946
ry | 3 | 0.871547914436383
ry | 4 | 1.41984885647804
ry | 5 | 0.00775245911827898
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.103746962315383
ry | 1 | -0.110416230893255
ry | 2 | -0.261551066521585
ry | 3 | 0.537432667706943
ry | 4 | 2.04210519657934
ry | 5 | -0.493693870251452
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.57588984220974
ry | 1 | -0.884671305274711
ry | 2 | 2.4278105041881
ry | 3 | 1.48956278939698
ry | 4 | -1.6341719316807
ry | 5 | 1.15657688590529
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.367839219453411
ry | 1 | 2.73127004242482
ry | 2 | -0.226158451328515
ry | 3 | 1.82692746770924
ry | 4 | -4.78500210098772
ry | 5 | 0.168067073634115
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 2.02301671839906
ry | 1 | -0.0585436457930418
ry | 2 | -0.589124984711946
ry | 3 | -0.691632198655024
ry | 4 | -2.23328072257735
ry | 5 | 0.255698128676281
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.634842435655249
ry | 1 | 2.33467642133302
ry | 2 | 2.67302294140361
ry | 3 | 2.52813762849784
ry | 4 | 3.51217328125172
ry | 5 | 2.28954125485236
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.27290394900533
ry | 1 | 0.0605262030081821
ry | 2 | 0.373718247242551
ry | 3 | 0.918612768111443
ry | 4 | -0.0683820726877812
ry | 5 | -0.818806600292781
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.090133908503204
ry | 1 | -0.400562425043179
ry | 2 | 0.120991924250174
ry | 3 | -0.324720799051143
ry | 4 | 0.410910650405834
ry | 5 | -0.112088997657222
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0871809647766519
ry | 1 | -0.0116591509115169
ry | 2 | 0.0106472017051886
ry | 3 | 0.0430023800240632
ry | 4 | 0.0405947601884558
ry | 5 | -0.208576319012316
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.143519816805632
ry | 1 | -0.0449820513467135
ry | 2 | -0.131853974365928
ry | 3 | 0.291648592779199
ry | 4 | -0.0177366949580799
ry | 5 | 0.0227479413722867
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.121807220332512
ry | 1 | 0.0193367359040717
ry | 2 | 0.0123580066950806
ry | 3 | -0.000780247009146017
ry | 4 | -0.038681190511995
ry | 5 | 0.00153477660318747
