ry | 0 | -1.50566929005878
ry | 1 | -0.115518123343811
ry | 2 | 0.130768399806159
ry | 3 | 0.727400298182207
ry | 4 | 0.267589750751026
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0423182554535398
ry | 1 | 0.0378166636926195
ry | 2 | -0.116199018442692
ry | 3 | -0.0749788345608735
ry | 4 | 0.0494911142703005
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.13483068379112
ry | 1 | 0.314221341582285
ry | 2 | -2.02140756167199
ry | 3 | -1.06925237598575
ry | 4 | 1.08504780278267
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.730768960827441
ry | 1 | -0.941051555214645
ry | 2 | -1.38029982779259
ry | 3 | -0.352582443007657
ry | 4 | -1.68375061477137
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.90166383824595
ry | 1 | -0.399704420468196
ry | 2 | -0.195674070599373
ry | 3 | 0.271438251704907
ry | 4 | -0.502905201200892
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 1.31186349678008
ry | 1 | 1.35188894013768
ry | 2 | -1.69019245942489
ry | 3 | -0.298343021369469
ry | 4 | -1.85302055634918
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.816741610090584
ry | 1 | -1.36374144563665
ry | 2 | 1.1958180729674
ry | 3 | 0.0227578570450754
ry | 4 | -0.359476624810099
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.144669607847612
ry | 1 | 0.0882222687629461
ry | 2 | 0.226386517872999
ry | 3 | -0.238470680570576
ry | 4 | -0.360453432963094
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0933800219551044
ry | 1 | -0.178412876079801
ry | 2 | 0.0774711870950612
ry | 3 | -0.0147840592081577
ry | 4 | -0.0202060552019048
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0642131571003299
ry | 1 | 0.121461297181866
ry | 2 | -0.0246944495044128
ry | 3 | -0.123363303498214
ry | 4 | 0.0850460839688034
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0273477713953943
ry | 1 | -0.0163918665706589
ry | 2 | 0.0154519990280966
ry | 3 | 0.0114957905991758
ry | 4 | -0.0192427008574628
