ry | 0 | -0.195626374323671
ry | 1 | -0.0667089241942433
ry | 2 | -0.0622185011862974
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.0572559717644725
ry | 1 | -0.00340218222900017
ry | 2 | 0.00755695099669796
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0190293476453378
ry | 1 | 0.00200795067547759
ry | 2 | -0.00795088310861468
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0147013468221591
ry | 1 | 0.0427892636228869
ry | 2 | -0.0122522914184299
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.00953120714699828
ry | 1 | -0.067242353514556
ry | 2 | 0.273022380576311
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.196603805466909
ry | 1 | 0.1516784548152
ry | 2 | -0.115972487916629
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.188265362439833
ry | 1 | 0.131080226796684
ry | 2 | -0.283294462103359
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.0665312492163875
ry | 1 | -0.239808683689144
ry | 2 | 0.0610923511146322
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.341522558295425
ry | 1 | -0.0554162061233592
ry | 2 | -0.0808951402474645
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.0425594793674695
ry | 1 | -0.0362313413179461
ry | 2 | 0.0212623224211334
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0215944758974341
ry | 1 | -0.0214545358170663
ry | 2 | -0.0103697234772121
