ry | 0 | -3.02316015625623
ry | 1 | -0.257043011920596
ry | 2 | 0.48643158798084
ry | 3 | -1.0918833901151
ry | 4 | 0.176604958724893
ry | 5 | -0.138771945181148
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.221124485092124
ry | 1 | 0.397200842581084
ry | 2 | 0.54537084149082
ry | 3 | -0.65102953535941
ry | 4 | 2.87453060919603
ry | 5 | -1.2689392067
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.12028489579585
ry | 1 | -0.636573501688756
ry | 2 | 3.61734594171361
ry | 3 | 2.21728495098778
ry | 4 | 0.772495864514419
ry | 5 | 2.94305172025057
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.27969089906408
ry | 1 | 1.3618008924815
ry | 2 | -3.43665088393161
ry | 3 | -0.612915641445676
ry | 4 | -2.24621839175463
ry | 5 | -2.00657257585287
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 3.70405238854162
ry | 1 | 1.26941758951738
ry | 2 | 1.42483460397387
ry | 3 | 0.0972204825421991
ry | 4 | 1.33708867876532
ry | 5 | -0.00889540217569178
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.31916693686194
ry | 1 | -0.039561436411875
ry | 2 | -0.843642425564867
ry | 3 | 0.510066190480345
ry | 4 | 0.866516327254525
ry | 5 | -0.0102657683403173
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.131755852317495
ry | 1 | 0.184696206447098
ry | 2 | 0.646033825665342
ry | 3 | -0.735634368658126
ry | 4 | -0.732054443966767
ry | 5 | 0.00192022995065926
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.299557086509827
ry | 1 | -0.842735488903813
ry | 2 | 0.580457330623627
ry | 3 | -0.129982962758543
ry | 4 | -0.262988994294873
ry | 5 | -0.400464345273665
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0176350635931533
ry | 1 | -0.193329018885005
ry | 2 | 0.00297940433810953
ry | 3 | 0.774778757791242
ry | 4 | 0.254529040776621
ry | 5 | -0.344314323381746
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.250157266205735
ry | 1 | 0.370105118784314
ry | 2 | 0.310540257402788
ry | 3 | -0.110380470777879
ry | 4 | -0.200278307911985
ry | 5 | 0.0440107843478114
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.075627984869152
ry | 1 | 0.231668346906482
ry | 2 | -0.0397405402978616
ry | 3 | 0.216495115915375
ry | 4 | 0.180206942920388
ry | 5 | 0.0410679239190075
