x | 2 | 
ry | 0 | 2.3035571393513257
ry | 1 | -0.9613366774292242
ry | 2 | 0.7801656474742202
ry | 3 | 1.30673789255707
ry | 4 | 1.6123262348189753
ry | 5 | 1.143394439261203
ry | 6 | 0.07203527825788772
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | 0.5007141584468043
ry | 1 | -0.2714028801122061
ry | 2 | 0.5205923090350513
ry | 3 | -1.2508769394403303
ry | 4 | 0.1558364084329716
ry | 5 | -0.40368500172733535
ry | 6 | 0.003979904242741177
cx | 5 6 | 
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.6461651402563569
ry | 1 | 0.5472699315045468
ry | 2 | -1.482864098083954
ry | 3 | -1.2758818477308311
ry | 4 | -3.20347134617671
ry | 5 | -0.3080725843843514
ry | 6 | -0.28690616297098265
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | 0.40624585370292265
ry | 1 | 1.1493571591095182
ry | 2 | -0.17652984829648488
ry | 3 | 1.7968025924559285
ry | 4 | 0.20017854266907872
ry | 5 | -0.09897378190723541
ry | 6 | -0.006454801563075524
cx | 5 6 | 
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -2.570782491704025
ry | 1 | -0.5937092402501158
ry | 2 | 0.5109899848295013
ry | 3 | 0.6791539164085785
ry | 4 | -0.0024597674625439422
ry | 5 | 0.16817685200054222
ry | 6 | -0.20647293764519653
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | 0.6740856004740712
ry | 1 | 1.07614640226569
ry | 2 | 1.1192699588777422
ry | 3 | 0.9998775006490679
ry | 4 | 0.11476313720026138
ry | 5 | -0.13807436178187704
ry | 6 | -0.0057472242306376336
cx | 5 6 | 
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 2.0255954052329255
ry | 1 | 0.8170845072522421
ry | 2 | 0.6974473834034938
ry | 3 | -0.9707317453617855
ry | 4 | 1.610347538021265
ry | 5 | -0.8362928535220931
ry | 6 | 0.77185342103297
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | -1.4072109934166714
ry | 1 | 0.5830012624039876
ry | 2 | -0.600772318986714
ry | 3 | -0.0021691556625778826
ry | 4 | -0.039771024782373716
ry | 5 | 0.01956135535165868
ry | 6 | -0.003982960679568633
cx | 5 6 | 
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.042916054575886896
ry | 1 | -0.46757376744130286
ry | 2 | 1.4212113537978237
ry | 3 | 1.3181709814195537
ry | 4 | -0.012617128842102022
ry | 5 | -0.07870898135776577
ry | 6 | -0.3712109262241654
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | -0.07788014134558835
ry | 1 | -0.24800995373419246
ry | 2 | 0.12971788070324586
ry | 3 | 0.04927469854476858
ry | 4 | -0.044211155482572935
ry | 5 | 0.023094456485547518
ry | 6 | -0.017086894145326017
cx | 5 6 | 
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.7331162409179692
ry | 1 | 0.385524325535047
ry | 2 | -1.1316660809532713
ry | 3 | -1.3205422722042583
ry | 4 | 0.00247836878269619
ry | 5 | -0.08977857974677134
ry | 6 | 0.015507888418867372
