ry | 0 | 0.362727155658874
ry | 1 | -0.218205746065977
ry | 2 | 0.000222864653830996
ry | 3 | -0.297341776302766
ry | 4 | 0.563421675854634
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.343461092923736
ry | 1 | 0.255237532408414
ry | 2 | -0.00339525321602807
ry | 3 | -0.204921834534926
ry | 4 | 0.562367871322266
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.519624722034492
ry | 1 | -0.241175833509114
ry | 2 | -0.0768828201667805
ry | 3 | 0.695482483920792
ry | 4 | 0.356971555802407
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.0197793836484919
ry | 1 | -0.345387069511725
ry | 2 | 0.0472839084124532
ry | 3 | -0.463003556722874
ry | 4 | -0.0600401352804052
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.000842846524008555
ry | 1 | 0.198445502338665
ry | 2 | 0.220037269206472
ry | 3 | -0.132731069106010
ry | 4 | -0.674472220672991
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -1.52056049869965
ry | 1 | 0.0429950716917225
ry | 2 | 0.0395334656416070
ry | 3 | 0.367466014168049
ry | 4 | -0.706176166981991
