ry | 0 | 0.507423455978275
ry | 1 | -0.0629124152071042
ry | 2 | 0.225829428120790
ry | 3 | -0.322242906210678
ry | 4 | 0.303335530372007
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.349201920429950
ry | 1 | 0.311100825584014
ry | 2 | -0.178671563775564
ry | 3 | -0.0937957904006011
ry | 4 | 0.530342130082736
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.554174779176128
ry | 1 | -0.112008421225902
ry | 2 | 0.0136398948059625
ry | 3 | 0.771966189244434
ry | 4 | 0.347377832277760
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0333331607503193
ry | 1 | -0.333564318591123
ry | 2 | 0.270375052530887
ry | 3 | -0.590996639449226
ry | 4 | -0.256603044303213
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.312849007719716
ry | 1 | 0.00171368228382640
ry | 2 | 0.447772291508020
ry | 3 | 0.0535717938162961
ry | 4 | -0.564351359639334
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -1.74788640705391
ry | 1 | 0.0718985704232635
ry | 2 | -0.137773208758976
ry | 3 | 0.387215005776080
ry | 4 | -0.458194059658522
