ry | 0 | 0.301568040909427
ry | 1 | -0.163799857931376
ry | 2 | 0.145471018531999
ry | 3 | 0.610552039714892
ry | 4 | -0.0961944950973431
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.266204762702924
ry | 1 | 0.209806248486224
ry | 2 | -0.0945767628022241
ry | 3 | -0.145781242721752
ry | 4 | -0.147791725802639
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.320009711005861
ry | 1 | 0.0849003181760418
ry | 2 | -0.350990350909822
ry | 3 | -0.723074340130620
ry | 4 | -0.246306841715087
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0983291939870110
ry | 1 | -0.180296186185715
ry | 2 | -0.612330555514519
ry | 3 | 0.134482349729514
ry | 4 | 0.450072813241644
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.286961247303973
ry | 1 | 0.0763891681997918
ry | 2 | 0.131803341468497
ry | 3 | 0.760650567058124
ry | 4 | 0.0334152906804875
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -1.36226891909407
ry | 1 | 0.325227440599011
ry | 2 | -0.185716241319006
ry | 3 | -0.0315095044059706
ry | 4 | 0.153001244118018
