ry | 0 | -0.0761936493213040
ry | 1 | -0.129029552588293
ry | 2 | 0.165454657002786
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.0752253981315160
ry | 1 | -0.167728834133215
ry | 2 | 0.0942403740859971
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0196256480909624
ry | 1 | 0.155744321981754
ry | 2 | -0.00172538906459547
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.0169297460751571
ry | 1 | -0.250381131869342
ry | 2 | 0.0955356554916841
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.0561043015321876
ry | 1 | 0.0213965869891765
ry | 2 | -0.318825199682449
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.00599904419612597
ry | 1 | -0.146219990429891
ry | 2 | -0.0725948019587806
