ry | 0 | 2.26060894612741
ry | 1 | 2.04844531655328
ry | 2 | 0.0554808758155623
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.973344947205896
ry | 1 | 1.21023891356622
ry | 2 | -0.317972565239510
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.402359306626216
ry | 1 | 0.130890849951217
ry | 2 | -0.193216703990205
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0316508597085519
ry | 1 | -3.07537929737623
ry | 2 | -2.14710665097171
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 3.66089105752899
ry | 1 | -0.734346548857002
ry | 2 | -0.380735344725762
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.627516588049392
ry | 1 | 2.06303189868731
ry | 2 | -0.594730355923163
